alarm	 	Set a daily alarm for 7:00 am.	E
weather	 	Should I bring a sweater?	E
reminder	 	Remind me about dentist appointment	E
reminder	 	Remind me to buy milk, eggs, and bread at the store tonight	E
weather	 	How strong is the wind going to be?	E
weather	 	How hot will it be?	E
alarm	 	Snooze my alarm for 15 minutes.	E
weather	 	What is the current temperature in LA?	E
alarm	 	Show my alarms	E
weather	 	What's the weather forecast for week 27	E
reminder	 	reminder karate at 5:15 on Thurs	E
weather	 	Is there going to be any rain this week?	E
alarm	 	Delete my morning alarms.	E
reminder	 	Remind me to call Jim	E
weather	 	Is there snow in the forecast today?	E
weather	 	will it be chilly tonight	E
reminder	 	can you remind me to mail my sisters card tomorrow	E
weather	 	What's the high for the week	E
reminder	 	Remind me to check the kiln in 5 hours	E
alarm	 	Cancel my 3:00am alarm	E
alarm	 	Turn off all alarms.	E
alarm	 	Set a repeating alarm for every Friday at 1pm.	E
weather	 	i need half moon bay's weather report for Monday	E
weather	 	Is it raining currently in Seattle?	E
reminder	 	remind me to cancel the netflix free trial in 20 days	E
weather	 	What is the current temperature in Perth? 	E
weather	 	Is it going to be sunny today?	E
reminder	 	Remind me to thaw the turkey in the fridge at 9 pm	E
weather	 	weather report for half moon bay tomorrow	E
weather	 	What is the weather like in St. Louis, MO? 	E
weather	 	Current temp in Buffalo, NY.	E
alarm	 	Set alarm for 7am every day.	E
alarm	 	Turn 30 mins snooze on the alarm for 9:15 am tomorrow	E
weather	 	Is it safe to go outside in this heat	E
reminder	 	Show me my reminders for this month	E
weather	 	will it be humid today	E
weather	 	will it be sunny today?	E
weather	 	Will it be below 41 in F in Manila next week	E
weather	 	How cold it is today?	E
alarm	 	Set an alarm for my mattress delivery 	E
weather	 	whats the temperature in galveston today	E
weather	 	What's the weather going to be like on the ocean?	E
weather	 	What is the temperature in Clarkson today	E
weather	 	Should I bring a jacket	E
reminder	 	go grocery shopping at 9pm remind me	E
weather	 	What's the chance of rain today?	E
alarm	 	cancel the alarm	E
weather	 	What is the low today?	E
alarm	 	CANCEL ALL ALARMS FOR THE WEEKEND.	E
weather	 	What will the weather be like Saturday?	E
reminder	 	Show my reminders.	E
weather	 	Should I bring a coat?	E
weather	 	What's the weather Anaheim Hills	E
reminder	 	Remind me to start running every 2 minutes	E
weather	 	Should I be expecting rain today?	E
alarm	 	Modify alarm time	E
alarm	 	I need a new alarm for 8:30 am	E
alarm	 	Set an alarm for 9 am Friday morning	E
weather	 	How hot is it in Tokyo tomorrow morning in degree Celsius	E
reminder	 	Remind me to fill up the car tomorrow morning before leaving	E
weather	 	will it rain tomorrow in tucson	E
weather	 	hey whats the weather in yosemite	E
weather	 	will there be chances of flooding ?	E
alarm	 	Set the alarm for 24 hours from now	E
weather	 	Will it get below freezing tonight?	E
alarm	 	Turn on alarm	E
alarm	 	Set an alarm for next friday.	E
alarm	 	Set the alarm for 20 minutes from now	E
weather	 	what is the temperature right now	E
reminder	 	Cancel my reminders about my dentist appointment	E
weather	 	What's the Miami FL forecast next week 	E
alarm	 	delete last alarm	E
alarm	 	Turn on alarm in two hour	E
reminder	 	Remind me to order gravel delivery	E
alarm	 	Set my alarm for me to remember to feed my sons goldfish. 	E
weather	 	how much humid is today	E
weather	 	will it be dry and sunny the next few days	E
weather	 	Is it going to be around 53 in degrees Celsius for Dublin this weekend	E
weather	 	will the temperatures be very hot this summer?	E
alarm	 	Show me my alarms for this week.	E
alarm	 	Set an alarm for every 20 minutes for the next 60 minutes.	E
reminder	 	Remove reminders from my calendar.	E
reminder	 	remind of doctors appointment tuesday at 12 pm	E
weather	 	How cold is it tonight around Paris degree Celcius	E
weather	 	How is the weather today?	E
reminder	 	remind me to pick up coffee at target tonight	E
weather	 	is there going to be a tornado	E
weather	 	How many inches of snow should I expect in Westhampton, MA today?	E
weather	 	What's the temperature downtown	E
reminder	 	Remind me to activate my credit card	E
alarm	 	what time are all my alarms set fot	E
weather	 	what's next week forecast?	E
weather	 	Should I wear a sweater?	E
weather	 	Should I dress warm or cold?	E
weather	 	How cold is it next week at Shanghai in degrees celcius	E
weather	 	Is it going to rain tonight	E
weather	 	give me the highs and lows for the week	E
weather	 	what is the 7 day forecast for Carmona Sevilla Spain?	E
weather	 	is it raining by work?	E
weather	 	is it going to rain next thursday? 	E
reminder	 	please set the reminders for next month	E
reminder	 	Remind me multiple times tomorrow morning to buy coffee for the office	E
alarm	 	cancel all my alarms, please	E
weather	 	What are the chances of rain this Saturday	E
alarm	 	How much time do I have left on my alarm?	E
weather	 	Is it hot enough to go to the beach?	E
alarm	 	show me all alarms that are set for the upcoming month	E
alarm	 	cancel all alarms	E
reminder	 	show all reminders	E
reminder	 	Show my reminders	E
alarm	 	Set an alarm for weekdays at 6:00 am	E
weather	 	What is the feel like temperature going to be?	E
reminder	 	Set a reminder to take out the trash at 10 pm	E
weather	 	Will it rain all week?	E
alarm	 	cancel all my alarms for this week	E
weather	 	Is this heat ever going to end?	E
weather	 	is it raining in columbia	E
weather	 	Should I bring my umbrella?	E
weather	 	will it snow in chicago today	E
weather	 	Show me the extended forecast please	E
reminder	 	remind me to take my medicines	E
reminder	 	set daily reminder to take medicine	E
reminder	 	cancel all reminders	E
weather	 	any chance of rain today	E
alarm	 	what time is my alarm this evening	E
alarm	 	cancel all of my alarms	E
reminder	 	remind me to call gina at 7 pm tomorrow	E
weather	 	What time is sunset tomorrow?	E
alarm	 	erase my alarm	E
weather	 	What will the low be Friday night	E
weather	 	What will the weather be tonight at 8 pm?	E
weather	 	what is todays low	E
weather	 	what time is sunrise tomorrow	E
alarm	 	Set alarm for 7 tomorrow morning	E
alarm	 	Set an alarm for 5:30 tomorrow morning so I can wake up	E
alarm	 	What time is my alarm set for tomorrow	E
weather	 	How hot is it outside	E
alarm	 	Cancel 7am alarm for Saturday only, keep active for Sunday	E
alarm	 	Set alarm for 5:15 am	E
weather	 	What's the forecast for the upcoming week?	E
weather	 	What will the weather be like in Indianapolis 3 hours from now?	E
weather	 	Should I bring shorts	E
alarm	 	Set an alarm for 9 AM Saturday	E
alarm	 	Set Wednesday's alarm for 6 AM instead of 7	E
reminder	 	remind me to pick up face wash	E
weather	 	Will it be cold tonight?	E
weather	 	Temperature next week around Shanghai C	E
alarm	 	delete alarm for tomorrow	E
alarm	 	Set an alarm for every five minutes for the next thirty minutes	E
alarm	 	set alarm for 7 am june 28th only	E
alarm	 	What time did I set the alarm for tomorrow morning?	E
alarm	 	set an alarm for 730	E
weather	 	Is it cloudy in downtown Portland?	E
weather	 	When will the rain stop?	E
weather	 	What will the weather be like in Charlotte next week?	E
alarm	 	Set alarm for 4:00 AM Monday.	E
reminder	 	I don't want to forget to assign family tasks	E
weather	 	Will today's tornado warning continue until tomorrow?	E
weather	 	Is it snowing this weekend? 	E
alarm	 	Set alarm for 6 Am daily	E
weather	 	What is the forecast for my wedding day?	E
weather	 	When will it snow	E
weather	 	When will it clear up?	E
alarm	 	Delete all alarms	E
alarm	 	snooze alarm for 5 more minutes	E
weather	 	what is the humidity level today	E
weather	 	will it get below freezing tonight	E
reminder	 	Set up a reminder for my anniversary	E
weather	 	Is it going to rain at all this week?	E
reminder	 	Schedule a reminder for tomorrow to get gas	E
weather	 	Should like be bring my umbrella with me?	E
alarm	 	Set alarm for 4:30 am Tuesday.	E
alarm	 	set alarm to go off in 30 minutes	E
alarm	 	set alarm for 8 pm every day for 10 days	E
reminder	 	Silence all reminders for 24 hours	E
weather	 	Give me today's forecast	E
alarm	 	snooze alarm	E
reminder	 	show me my reminders	E
alarm	 	Set an alarm for 5am tomorrow	E
weather	 	 Tell me the 5 day forecast	E
weather	 	is wednesday to be rainy?	E
alarm	 	cancel off of my alarms	E
weather	 	What time does the sun set tomorrow	E
reminder	 	Set a reminder for next saturday at 3 pm	E
alarm	 	turn off my alarm	E
weather	 	What is the overnight temperature going to be?	E
weather	 	What are the rain chances for tomorrow?	E
weather	 	Is there rain in the forecast this week?	E
alarm	 	set alarm for every half hour	E
alarm	 	Cancel all alarms tomorrow.	E
alarm	 	when will the alarm go off	E
weather	 	What's the forecast this week?	E
reminder	 	Show all reminders	E
reminder	 	Set a reminder to call the doctor tomorrow at 9am	E
weather	 	what is the weather in san diego for today?	E
alarm	 	Set alarm every minute for 10 minutes.	E
weather	 	Is it cold out?	E
weather	 	Will it be below 88 degree Fahrenheit near Sao Paulo tonight	E
weather	 	How should I dress today	E
reminder	 	What are today's reminders?	E
alarm	 	What time is my next alarm set	E
alarm	 	Remove Thursday alarm	E
reminder	 	remind me to call mom every day	E
reminder	 	stop reminding me	E
weather	 	how cold will it be	E
weather	 	what is todays weather forcast	E
reminder	 	I don't want to forget to clean the bathroom	E
weather	 	do i need to wear a jacket today	E
alarm	 	What time is my alarm tomorrow morning?	E
weather	 	What is the weather like in New York 	E
weather	 	should i bring a jacket	E
alarm	 	Find my alarms now	E
alarm	 	cancel my alarms on my birthday	E
alarm	 	Set alarms for every Tuesday and Thursday at 8am	E
alarm	 	Turn off all alarms.	E
weather	 	Is it going to snow today?	E
alarm	 	SET MY ALARM FOR 9:00AM SO I CAN MAKE IT TO WORK ON TIME	E
alarm	 	set alarm for 8pm tonight	E
weather	 	whats the temperature at 7 pm	E
weather	 	Is it shorts weather today?	E
weather	 	How cold is it right now	E
weather	 	What is the current temperate in Ft Smith AR.	E
weather	 	are we expecting flooding today	E
weather	 	is it going to snow today?	E
alarm	 	Snooze the alarm	E
alarm	 	please set the alarm for 5 am tomorrow	E
alarm	 	Set alarm for 8 am tomorrow.	E
weather	 	Where does it snow in Hawaii?	E
weather	 	Weather tomorrow in half moon bay	E
weather	 	Temperature tonight for Beijing celsius	E
weather	 	What is the forecast for the rest of the week?	E
weather	 	What time does the sun set	E
weather	 	Are there tornadoes in Oklahoma right now?	E
reminder	 	turn off all reminders for today	E
reminder	 	I don't want to forget to clean the bathroom	E
weather	 	Is it going to storm today?	E
alarm	 	turn off alarm	E
alarm	 	List alarms.	E
reminder	 	remind me to cook dinner at 6pm	E
weather	 	Bring up the heat index for tomorrow	E
weather	 	Whats the temperature?	E
weather	 	Should I grab an umbrella today?	E
weather	 	Should I wear a jacket today?	E
weather	 	Temperature mumbai tonight fahrenheit	E
alarm	 	Create an alarm for tomorrow at 5 am.	E
reminder	 	remind me to buy toothpaste when I get to target.	E
weather	 	Is it going to snow later?	E
weather	 	What's today's lowest temperature 	E
weather	 	will it snow on saturday	E
reminder	 	Place Madisons dance recital onto my reminders	E
reminder	 	cancel my reminder to buy bread at the grocery store	E
weather	 	Is it supposed to rain a lot next week?	E
alarm	 	when will the alarm go off	E
alarm	 	Change my alarm to 6 am from 7 am	E
alarm	 	set an alarm for nine tomorrow night	E
alarm	 	set an alarm for 6am tomorrow	E
weather	 	whats the weather going to be like next saturday	E
reminder	 	Cancel the recurring reminder for vitamins	E
weather	 	what is the humidity today	E
reminder	 	I don't want to forget to pack my laptop	E
weather	 	can you give me the weather?	E
reminder	 	I don't want to forget to pay the bills	E
weather	 	Will we have hail	E
reminder	 	Set a reminder for Birthday party sunday at 4pm	E
alarm	 	Make an alarm for 5 PM Saturday	E
alarm	 	Set a recurring alarm for Mondays and Fridays at 8 am	E
weather	 	Will it snow tomorrow? 	E
weather	 	whats the chance of rain today at 4 pm	E
weather	 	is it going to rain this weekend	E
reminder	 	Remind me to go grocery shopping	E
alarm	 	Reset my alarms	E
alarm	 	Show all alarms for the week	E
weather	 	How many inches of snow is expected for tonight?	E
alarm	 	Set an alarm for 50 minutes	E
reminder	 	remind me to get gas tonight	E
weather	 	is there thunder	E
reminder	 	Remind me to buy ice tomorrow morning.	E
reminder	 	Show my reminder for today	E
weather	 	Are there any hurricanes in the Gulf of Mexico	E
alarm	 	delete all alarms so we can start over	E
alarm	 	cancel all my existing alarms	E
weather	 	Is there supposed to be flooding later today?	E
alarm	 	 set alarm every minute for 10 minutes	E
weather	 	Forecast for the next 5 days	E
reminder	 	Cancel my last reminder	E
reminder	 	Please cancel all reminders for today	E
reminder	 	Cancel reminder to pick up Anna at the airport	E
alarm	 	Set my alarm for 5pm to cook dinner today	E
reminder	 	Set a reminder to pick up prescriptions at Rite Aid for Saturday morning.	E
weather	 	Do I need an umbrella today?	E
reminder	 	Show me my reminders for today.	E
weather	 	Is there any fog in the forecast in the morning	E
alarm	 	new alarm for sunday at 10 am	E
alarm	 	Please set my alarm for 4:15 a.m.	E
reminder	 	remind me about the meteor shower on Aug 12	E
alarm	 	Set alarm for 5 am tomorrow	E
alarm	 	Cancel all alarms	E
alarm	 	Delete all alarms	E
weather	 	Weather channel forecast.	E
reminder	 	What are my reminders?	E
weather	 	What is the five day forecast?	E
reminder	 	Remind me to buy a birthday card	E
reminder	 	Delete all reminders for today	E
reminder	 	make a reminder alarm for next week on the 8th at 9pm for movie night	E
reminder	 	I would like to create a reminder	E
weather	 	I wonder how cold it is going to be tonight	E
weather	 	Is it going to rain in Plano tomorrow?	E
weather	 	Should I wear sun screen tomorrow?	E
weather	 	how much rain did we receive last night	E
alarm	 	show me my weekend alarms	E
reminder	 	I want to be reminded to finish my report	E
weather	 	What time is it supposed to rain this evening?	E
alarm	 	How much time until 7 am alarm?	E
weather	 	Tuesday weather forecast for half moon bay	E
weather	 	What's today's low temperature?	E
weather	 	Do I need to wear long sleeves?	E
weather	 	what percentage of rain is it today	E
weather	 	should i carry an umbrella today	E
alarm	 	Set alarm every 3 hours	E
alarm	 	Add an alarm for Mondays at 4pm	E
weather	 	What is the weather right now? 	E
alarm	 	set alarm for 5am	E
reminder	 	Reminder to go grocery shopping	E
alarm	 	Set alarm every minute for 1 hour.	E
weather	 	Is there a thunder storm warning for tonight?	E
alarm	 	Cancel alarm number 1	E
alarm	 	repeat the alarm	E
alarm	 	Set alarm for 15 minutes	E
weather	 	Will it be below 92 in degree F near Paris tomorrow	E
weather	 	Should I wear shorts	E
weather	 	What is the temperature in New York City 	E
reminder	 	remind me on sunday night to book airline tickets	E
weather	 	how high will the temp go today	E
reminder	 	Remind me about my lunch date Thursday at 1 pm	E
weather	 	hi bot, tell me the weather for today	E
reminder	 	Remind me in 10 minutes	E
weather	 	Is it cold in Niagara Falls	E
weather	 	is thursday to be sunny	E
reminder	 	Cancel my reminder "Duty free shop for Kenzo" set for O'hare Airport	E
alarm	 	set alarm for mid day tomorrow	E
weather	 	What will the weather be in Las Vegas	E
alarm	 	Delete all alarms.	E
alarm	 	What time is my alarm set for tomorrow morning?	E
alarm	 	cancel all alarms	E
weather	 	Is it supposed to be windy in Chicago today?	E
weather	 	what is the temperature outside	E
alarm	 	cancel alarm for tomorrow	E
reminder	 	show all reminders for today	E
reminder	 	remind me to take out the garbage at 8 am tomorrow morning	E
reminder	 	Set a reminder for Tuesday and Thursday for trash	E
alarm	 	set an alarm for every 30 seconds for 5 minutes	E
weather	 	Whats the rain forecast for sunday	E
alarm	 	set alarm for every 15 minutes	E
weather	 	Whats next week weather forecast 	E
alarm	 	how much time is left on my alarm for 7:30?	E
alarm	 	cancel all alarms	E
reminder	 	Delete all of my reminders for tomorrow.	E
alarm	 	delete all my alarms please	E
alarm	 	Set alarm for 2 minutes with a 30 second pause	E
weather	 	when will the storm stop	E
reminder	 	I want to be reminded to finish my report	E
weather	 	How many inches of rain should we expect for the next couple days?	E
weather	 	Please tell me the forecast for this week.	E
reminder	 	show my reminders	E
weather	 	is there a storm coming 	E
reminder	 	clean all reminders	E
weather	 	Tell me what the weather will be like next weekend in Austin	E
alarm	 	Turn off my alarm.	E
alarm	 	Change my 5 am alarm to Sunday's only	E
weather	 	give me your most recent weather report for half moon bay	E
weather	 	Give me this week's forecast.	E
weather	 	what will the weather be like on thursday	E
reminder	 	Remind me to watch Twin Peaks at 7.	E
weather	 	when is the sun setting tonight	E
reminder	 	Remove my payday reminders for last month	E
weather	 	when will it snow	E
reminder	 	Remind me to pick up batteries tonight	E
weather	 	is it going to be windy today	E
weather	 	What is the lowest temperature it will be tonight?	E
weather	 	weather alerts	E
alarm	 	Give my alarms	E
weather	 	Is it going to snow in Seattle?	E
weather	 	is it hot today?	E
reminder	 	Remind me to get laundry detergent at the store.	E
alarm	 	reschedule my alarm to 6:00 am	E
weather	 	will it snow next week	E
weather	 	what time is sunset	E
weather	 	What can I expect from the weather today? 	E
weather	 	How high is the temperature today? 	E
reminder	 	Show all my reminders.	E
weather	 	what is the heat index for this week?	E
weather	 	give me the weather in half moon bay tomorrow	E
weather	 	How many inches of snow should I expect?	E
weather	 	Is it supposed to rain tomorrow?	E
weather	 	How much snow are we going to get this weekend	E
weather	 	Should I expect rain today?	E
reminder	 	Remind me to pay electric monday	E
weather	 	Should I grab an umbrella	E
alarm	 	delete the alarm	E
alarm	 	Delete saved alarms	E
reminder	 	remind me to call the doctor	E
weather	 	What is the temperature	E
reminder	 	Cancel only my afternoon reminder.	E
weather	 	Will it hail today?	E
alarm	 	set alarm for 30 minutes	E
alarm	 	When is the next alarm	E
weather	 	How warm is it outside tomorrow morning in degrees celsius	E
reminder	 	Cancel all reminders for this week	E
reminder	 	Remind me tonight at 7 is the new walking dead	E
weather	 	what's the weather going to be like in kauai for our trip	E
alarm	 	Set the alarm for 7am.	E
alarm	 	Set alarm to remind me to place gravel order	E
weather	 	what's the forecast today	E
weather	 	Is it around 51 in degree Celsius near Dublin next week	E
alarm	 	i need to set my alarm for 7 am in the morning	E
weather	 	what is the weather in florida	E
weather	 	Is it going to rain today?	E
weather	 	Will it be windy today?	E
reminder	 	What is my next upcoming reminder?	E
weather	 	will it rain on my way home?	E
reminder	 	Remind me to pick up tickets to my concert tonight at 5pm	E
weather	 	Is it going to snow?	E
reminder	 	Remind me to watch Game of Thrones every Sunday morning and night	E
reminder	 	remind me to do homework tonight	E
weather	 	is there a tornado nearby?	E
weather	 	Will it rain all day tomorrow in New York?	E
weather	 	What is the high for today?	E
alarm	 	how many alarms do I have set?	E
alarm	 	Please set alarm for 6 am today	E
reminder	 	Remind me to buy some strawberries at the store	E
reminder	 	Remind me to call Mom in 2 hours	E
weather	 	is there a chance for flood next week	E
alarm	 	make this alarm repeat daily	E
reminder	 	Remind me to buy my mom a gift tomorrow.	E
weather	 	Temperature next week near San Francisco F	E
reminder	 	Delete the reminder to wash the dogs today.	E
alarm	 	set alarm for nightlies meeting	E
weather	 	What is the high temperature going to be tomorrow	E
alarm	 	Show all alarms at midnight	E
reminder	 	Show all my reminders for tomorrow	E
weather	 	Is there going to be rain in the next 10 days?	E
weather	 	How cold is it next week in Boston degree F	E
weather	 	Should I bring a rain coat?	E
weather	 	Does today's weather call for a jacket?	E
weather	 	Bring umbrella today or no?	E
reminder	 	Cancel my second flight reminder.	E
alarm	 	How much time is left until my alarm ends?	E
alarm	 	Set alarm for 10pm tomorrow.	E
reminder	 	Clear all my reminders	E
alarm	 	set my alarm for 7am	E
weather	 	is tomorrow to be sunny	E
weather	 	will the temperature reach above 70 degrees today	E
weather	 	Whats the temperature in Punta Cana today?	E
reminder	 	remind me to buy cheese when I'm at the store	E
weather	 	what areas are the flood warning for CT	E
reminder	 	Remind me to Call Chet on my drive into work	E
weather	 	Do I need rain boots today?	E
weather	 	What's the high temperature today?	E
alarm	 	set alarm for november	E
weather	 	what is the temperature in london right now	E
alarm	 	Snooze for ten minutes	E
alarm	 	delete all the alarms set for april	E
weather	 	what will the temperature in phoenix be tomorrow	E
alarm	 	set alarm every Saturday at 6 am	E
alarm	 	show all alarms for the coming week	E
weather	 	is it going to be windy	E
alarm	 	delete my alarms please	E
weather	 	What is the 3 day forecast?	E
weather	 	I need to know the weather for next Friday? 	E
weather	 	Is it going to be around 50 in F near London tomorrow	E
