reminder/cancel_reminder	 	Clear all reminders for this weekend	E
alarm/set_alarm	 	set alarm for 7 am	E
reminder/set_reminder	 	Remind me to watch my tv show tonight	E
alarm/set_alarm	 	set an alarm every 5 minutes for 30 minutes	E
weather/find	 	what is the temperature right now?	E
reminder/set_reminder	 	remind me to get my pants tailored	E
reminder/set_reminder	 	Please remind me to get cat food while I'm out	E
reminder/cancel_reminder	 	cancel grocery store reminder	E
weather/find	 	Will I see the sun today	E
weather/find	 	When is the storm expected to reach me?	E
weather/find	 	is it going to be cloudy tomorrow	E
alarm/set_alarm	 	set an alarm every 3 hours	E
alarm/cancel_alarm	 	Sound alarm for 45 seconds	E
reminder/set_reminder	 	Set reminder to put the roast in the oven	E
alarm/set_alarm	 	set a recurring alarm for 7 am please	E
weather/find	 	How hot will it be tomorrow?	E
alarm/snooze_alarm	 	Snooze all alarms.	E
weather/checkSunrise	 	What time does the sun come up tomorrow	E
weather/find	 	Is it windy today?	E
weather/find	 	Is is supposed to rain on the 24th?	E
reminder/show_reminders	 	remind me of when I need to leave for my flight on Friday	E
weather/find	 	what is the weather like tomorrow	E
alarm/set_alarm	 	Set an alarm every ten minutes 	E
weather/find	 	What are the chances of sun?	E
reminder/show_reminders	 	Show my Reminders every 30 minutes until I swipe them as done	E
alarm/set_alarm	 	set alarm 5pm	E
weather/find	 	What are the chances of rain for this week?	E
alarm/set_alarm	 	set alarm every 2 minutes for 10 minutes	E
alarm/show_alarms	 	please show me all alarms	E
reminder/set_reminder	 	Remind me to buy tampons	E
alarm/cancel_alarm	 	delete alarm for 8:55 PM tonight	E
weather/find	 	Is it going to be sunny next week?	E
reminder/set_reminder	 	Place a reminder to finish writing my paper.	E
weather/find	 	How much rain is expected today?	E
weather/find	 	What is the high for tomorrow in Las Vegas?	E
alarm/show_alarms	 	Bring up list of all alarms	E
weather/find	 	what is the weather like in Africa?	E
weather/find	 	how many days this month have been over 90 degrees	E
reminder/set_reminder	 	add a reminder to schedule dentist appointment	E
weather/find	 	Will it rain	E
alarm/modify_alarm	 	change my 5am alarm to 6am please	E
alarm/modify_alarm	 	change my 7oclock alarm to six thirty	E
reminder/cancel_reminder	 	delete all reminders	E
weather/find	 	Will it be above 93 in Fahrenheit around Dehli tomorrow	E
alarm/show_alarms	 	My alarms	E
weather/find	 	Whats the weather for NYC today?	E
alarm/set_alarm	 	set alarm for 6am everyday of the week	E
weather/find	 	What is the weather like today?	E
reminder/set_reminder	 	Remind me to get my car washed tonight	E
weather/find	 	Weather please.	E
weather/find	 	How hot is it in Manila tomorrow in fahrenheit	E
reminder/set_reminder	 	remind me to set a timer	E
weather/find	 	is it going to rain tonight	E
alarm/set_alarm	 	set an alarm for every minute from 9:30 to 10	E
weather/find	 	how long will this storm last 	E
weather/find	 	Is it shorts or pants weather in Philadelphia right now? 	E
alarm/set_alarm	 	create an alarm at noon	E
weather/checkSunset	 	When does the sun set today?	E
weather/find	 	what is the weather like this weekend?	E
weather/find	 	Will is snow the rest of this week	E
weather/find	 	Is there a cold front coming	E
weather/find	 	How hot is it supposed to get today?	E
alarm/set_alarm	 	Set an alarm for tomorrow at 7am 	E
alarm/set_alarm	 	set alarm for 6 p.m. tonight	E
weather/find	 	What is the forecast for Aug. 15?	E
alarm/set_alarm	 	Set Alarm for Monday morning for 5 am	E
alarm/cancel_alarm	 	dismiss all alarms	E
alarm/cancel_alarm	 	Cancel alarm 2.	E
weather/find	 	should I bring gloves	E
reminder/set_reminder	 	remind me about doctors appointment on monday	E
weather/find	 	How many inches of snow are we talking about	E
reminder/cancel_reminder	 	cancel retirement party reminder	E
weather/find	 	how long will the rain last	E
reminder/set_reminder	 	Remind me to buy a birthday gift for Shannon.	E
weather/find	 	is it raining in south carolina	E
weather/find	 	Is it below 70 in F near Sao Paulo today	E
weather/find	 	What is the expected humidity level today?	E
reminder/set_reminder	 	remind me of my doctors appointment at 9am	E
weather/find	 	temperature in san diego	E
weather/find	 	Tell me the weather in Oklahoma and Alabama right now	E
weather/find	 	what are the temperatures tomorrow and the next day in New York city	E
weather/find	 	Is rain expected at the shore this weekend?	E
weather/find	 	Is there snow in the forecast for today?	E
weather/find	 	What is the forecast for next week?	E
weather/find	 	Are there any hurricanes near me?	E
weather/find	 	what is the humidity	E
weather/find	 	How hard is the wind blowing?	E
alarm/set_alarm	 	set alarm for 420am	E
weather/find	 	Is it supposed to snow today? 	E
weather/find	 	is it going to be humid today	E
weather/find	 	Do I need my rain boots?	E
weather/find	 	Should I bring a coat	E
reminder/set_reminder	 	remind me to get eggs tomorrow	E
alarm/set_alarm	 	activate all my alarms	E
weather/find	 	What's the highest temperature today?	E
reminder/set_reminder	 	Remind me to pick-up my dry cleaning tomorrow at 5	E
alarm/cancel_alarm	 	Cancel the last alarm I set	E
alarm/set_alarm	 	set an alarm for tonight at 7 please	E
weather/find	 	How cold does it get in Iceland?	E
reminder/set_reminder	 	remind me to take out trash tonight at 6	E
weather/find	 	Please tell me which days will be sunny.	E
reminder/set_reminder	 	remind me to set out trash tonight at 8	E
alarm/modify_alarm	 	Change all alarms to only go off Mon-Fri	E
reminder/set_reminder	 	Please remind me Friday morning to refill my prescription	E
reminder/show_reminders	 	show my reminder	E
alarm/cancel_alarm	 	Please turn alarm off on weekends.	E
alarm/modify_alarm	 	change the alarm to 7am	E
alarm/modify_alarm	 	Name alarm weekend alarm.	E
alarm/set_alarm	 	set alarm every 5 minutes	E
weather/find	 	is it suppose to be cold in duck hill on thanksgiving	E
weather/find	 	Is it snowing in Chicago?	E
weather/find	 	Stormy in Pensacola?	E
weather/find	 	Will it rain in New Jersey today?	E
alarm/set_alarm	 	set alarm for 12 midnight fridays for me	E
alarm/set_alarm	 	Set an alarm to remind me about my parents dinner	E
weather/find	 	is it going to snow in ohio this weekend	E
weather/find	 	What is the high temperature today	E
weather/find	 	Current temperature	E
alarm/set_alarm	 	Set an alarm for tomorrow morning at 4:30	E
reminder/show_reminders	 	show me my reminders	E
weather/find	 	what's the humidity right now?	E
alarm/set_alarm	 	Set a daily alarm for 7:00 am.	E
weather/find	 	Should I bring a sweater?	E
reminder/set_reminder	 	Remind me about dentist appointment	E
reminder/set_reminder	 	Remind me to buy milk, eggs, and bread at the store tonight	E
weather/find	 	How strong is the wind going to be?	E
weather/find	 	How hot will it be?	E
alarm/snooze_alarm	 	Snooze my alarm for 15 minutes.	E
weather/find	 	What is the current temperature in LA?	E
alarm/show_alarms	 	Show my alarms	E
weather/find	 	What's the weather forecast for week 27	E
reminder/set_reminder	 	reminder karate at 5:15 on Thurs	E
weather/find	 	Is there going to be any rain this week?	E
alarm/cancel_alarm	 	Delete my morning alarms.	E
reminder/set_reminder	 	Remind me to call Jim	E
weather/find	 	Is there snow in the forecast today?	E
weather/find	 	will it be chilly tonight	E
reminder/set_reminder	 	can you remind me to mail my sisters card tomorrow	E
weather/find	 	What's the high for the week	E
reminder/set_reminder	 	Remind me to check the kiln in 5 hours	E
alarm/cancel_alarm	 	Cancel my 3:00am alarm	E
alarm/cancel_alarm	 	Turn off all alarms.	E
alarm/set_alarm	 	Set a repeating alarm for every Friday at 1pm.	E
weather/find	 	i need half moon bay's weather report for Monday	E
weather/find	 	Is it raining currently in Seattle?	E
reminder/set_reminder	 	remind me to cancel the netflix free trial in 20 days	E
weather/find	 	What is the current temperature in Perth? 	E
weather/find	 	Is it going to be sunny today?	E
reminder/set_reminder	 	Remind me to thaw the turkey in the fridge at 9 pm	E
weather/find	 	weather report for half moon bay tomorrow	E
weather/find	 	What is the weather like in St. Louis, MO? 	E
weather/find	 	Current temp in Buffalo, NY.	E
alarm/set_alarm	 	Set alarm for 7am every day.	E
alarm/snooze_alarm	 	Turn 30 mins snooze on the alarm for 9:15 am tomorrow	E
weather/find	 	Is it safe to go outside in this heat	E
reminder/show_reminders	 	Show me my reminders for this month	E
weather/find	 	will it be humid today	E
weather/find	 	will it be sunny today?	E
weather/find	 	Will it be below 41 in F in Manila next week	E
weather/find	 	How cold it is today?	E
alarm/set_alarm	 	Set an alarm for my mattress delivery 	E
weather/find	 	whats the temperature in galveston today	E
weather/find	 	What's the weather going to be like on the ocean?	E
weather/find	 	What is the temperature in Clarkson today	E
weather/find	 	Should I bring a jacket	E
reminder/set_reminder	 	go grocery shopping at 9pm remind me	E
weather/find	 	What's the chance of rain today?	E
alarm/cancel_alarm	 	cancel the alarm	E
weather/find	 	What is the low today?	E
alarm/cancel_alarm	 	CANCEL ALL ALARMS FOR THE WEEKEND.	E
weather/find	 	What will the weather be like Saturday?	E
reminder/show_reminders	 	Show my reminders.	E
weather/find	 	Should I bring a coat?	E
weather/find	 	What's the weather Anaheim Hills	E
reminder/set_reminder	 	Remind me to start running every 2 minutes	E
weather/find	 	Should I be expecting rain today?	E
alarm/modify_alarm	 	Modify alarm time	E
alarm/set_alarm	 	I need a new alarm for 8:30 am	E
alarm/set_alarm	 	Set an alarm for 9 am Friday morning	E
weather/find	 	How hot is it in Tokyo tomorrow morning in degree Celsius	E
reminder/set_reminder	 	Remind me to fill up the car tomorrow morning before leaving	E
weather/find	 	will it rain tomorrow in tucson	E
weather/find	 	hey whats the weather in yosemite	E
weather/find	 	will there be chances of flooding ?	E
alarm/set_alarm	 	Set the alarm for 24 hours from now	E
weather/find	 	Will it get below freezing tonight?	E
alarm/set_alarm	 	Turn on alarm	E
alarm/set_alarm	 	Set an alarm for next friday.	E
alarm/set_alarm	 	Set the alarm for 20 minutes from now	E
weather/find	 	what is the temperature right now	E
reminder/cancel_reminder	 	Cancel my reminders about my dentist appointment	E
weather/find	 	What's the Miami FL forecast next week 	E
alarm/cancel_alarm	 	delete last alarm	E
alarm/set_alarm	 	Turn on alarm in two hour	E
reminder/set_reminder	 	Remind me to order gravel delivery	E
alarm/set_alarm	 	Set my alarm for me to remember to feed my sons goldfish. 	E
weather/find	 	how much humid is today	E
weather/find	 	will it be dry and sunny the next few days	E
weather/find	 	Is it going to be around 53 in degrees Celsius for Dublin this weekend	E
weather/find	 	will the temperatures be very hot this summer?	E
alarm/show_alarms	 	Show me my alarms for this week.	E
alarm/set_alarm	 	Set an alarm for every 20 minutes for the next 60 minutes.	E
reminder/cancel_reminder	 	Remove reminders from my calendar.	E
reminder/set_reminder	 	remind of doctors appointment tuesday at 12 pm	E
weather/find	 	How cold is it tonight around Paris degree Celcius	E
weather/find	 	How is the weather today?	E
reminder/set_reminder	 	remind me to pick up coffee at target tonight	E
weather/find	 	is there going to be a tornado	E
weather/find	 	How many inches of snow should I expect in Westhampton, MA today?	E
weather/find	 	What's the temperature downtown	E
reminder/set_reminder	 	Remind me to activate my credit card	E
alarm/show_alarms	 	what time are all my alarms set fot	E
weather/find	 	what's next week forecast?	E
weather/find	 	Should I wear a sweater?	E
weather/find	 	Should I dress warm or cold?	E
weather/find	 	How cold is it next week at Shanghai in degrees celcius	E
weather/find	 	Is it going to rain tonight	E
weather/find	 	give me the highs and lows for the week	E
weather/find	 	what is the 7 day forecast for Carmona Sevilla Spain?	E
weather/find	 	is it raining by work?	E
weather/find	 	is it going to rain next thursday? 	E
reminder/set_reminder	 	please set the reminders for next month	E
reminder/set_reminder	 	Remind me multiple times tomorrow morning to buy coffee for the office	E
alarm/cancel_alarm	 	cancel all my alarms, please	E
weather/find	 	What are the chances of rain this Saturday	E
alarm/time_left_on_alarm	 	How much time do I have left on my alarm?	E
weather/find	 	Is it hot enough to go to the beach?	E
alarm/show_alarms	 	show me all alarms that are set for the upcoming month	E
alarm/cancel_alarm	 	cancel all alarms	E
reminder/show_reminders	 	show all reminders	E
reminder/show_reminders	 	Show my reminders	E
alarm/set_alarm	 	Set an alarm for weekdays at 6:00 am	E
weather/find	 	What is the feel like temperature going to be?	E
reminder/set_reminder	 	Set a reminder to take out the trash at 10 pm	E
weather/find	 	Will it rain all week?	E
alarm/cancel_alarm	 	cancel all my alarms for this week	E
weather/find	 	Is this heat ever going to end?	E
weather/find	 	is it raining in columbia	E
weather/find	 	Should I bring my umbrella?	E
weather/find	 	will it snow in chicago today	E
weather/find	 	Show me the extended forecast please	E
reminder/set_reminder	 	remind me to take my medicines	E
reminder/set_reminder	 	set daily reminder to take medicine	E
reminder/cancel_reminder	 	cancel all reminders	E
weather/find	 	any chance of rain today	E
alarm/show_alarms	 	what time is my alarm this evening	E
alarm/cancel_alarm	 	cancel all of my alarms	E
reminder/set_reminder	 	remind me to call gina at 7 pm tomorrow	E
weather/checkSunset	 	What time is sunset tomorrow?	E
alarm/cancel_alarm	 	erase my alarm	E
weather/find	 	What will the low be Friday night	E
weather/find	 	What will the weather be tonight at 8 pm?	E
weather/find	 	what is todays low	E
weather/checkSunrise	 	what time is sunrise tomorrow	E
alarm/set_alarm	 	Set alarm for 7 tomorrow morning	E
alarm/set_alarm	 	Set an alarm for 5:30 tomorrow morning so I can wake up	E
alarm/show_alarms	 	What time is my alarm set for tomorrow	E
weather/find	 	How hot is it outside	E
alarm/cancel_alarm	 	Cancel 7am alarm for Saturday only, keep active for Sunday	E
alarm/set_alarm	 	Set alarm for 5:15 am	E
weather/find	 	What's the forecast for the upcoming week?	E
weather/find	 	What will the weather be like in Indianapolis 3 hours from now?	E
weather/find	 	Should I bring shorts	E
alarm/set_alarm	 	Set an alarm for 9 AM Saturday	E
alarm/modify_alarm	 	Set Wednesday's alarm for 6 AM instead of 7	E
reminder/set_reminder	 	remind me to pick up face wash	E
weather/find	 	Will it be cold tonight?	E
weather/find	 	Temperature next week around Shanghai C	E
alarm/cancel_alarm	 	delete alarm for tomorrow	E
alarm/set_alarm	 	Set an alarm for every five minutes for the next thirty minutes	E
alarm/set_alarm	 	set alarm for 7 am june 28th only	E
alarm/show_alarms	 	What time did I set the alarm for tomorrow morning?	E
alarm/set_alarm	 	set an alarm for 730	E
weather/find	 	Is it cloudy in downtown Portland?	E
weather/find	 	When will the rain stop?	E
weather/find	 	What will the weather be like in Charlotte next week?	E
alarm/set_alarm	 	Set alarm for 4:00 AM Monday.	E
reminder/set_reminder	 	I don't want to forget to assign family tasks	E
weather/find	 	Will today's tornado warning continue until tomorrow?	E
weather/find	 	Is it snowing this weekend? 	E
alarm/set_alarm	 	Set alarm for 6 Am daily	E
weather/find	 	What is the forecast for my wedding day?	E
weather/find	 	When will it snow	E
weather/find	 	When will it clear up?	E
alarm/cancel_alarm	 	Delete all alarms	E
alarm/snooze_alarm	 	snooze alarm for 5 more minutes	E
weather/find	 	what is the humidity level today	E
weather/find	 	will it get below freezing tonight	E
reminder/set_reminder	 	Set up a reminder for my anniversary	E
weather/find	 	Is it going to rain at all this week?	E
reminder/set_reminder	 	Schedule a reminder for tomorrow to get gas	E
weather/find	 	Should like be bring my umbrella with me?	E
alarm/set_alarm	 	Set alarm for 4:30 am Tuesday.	E
alarm/set_alarm	 	set alarm to go off in 30 minutes	E
alarm/set_alarm	 	set alarm for 8 pm every day for 10 days	E
reminder/cancel_reminder	 	Silence all reminders for 24 hours	E
weather/find	 	Give me today's forecast	E
alarm/snooze_alarm	 	snooze alarm	E
reminder/show_reminders	 	show me my reminders	E
alarm/set_alarm	 	Set an alarm for 5am tomorrow	E
weather/find	 	 Tell me the 5 day forecast	E
weather/find	 	is wednesday to be rainy?	E
alarm/cancel_alarm	 	cancel off of my alarms	E
weather/checkSunset	 	What time does the sun set tomorrow	E
reminder/set_reminder	 	Set a reminder for next saturday at 3 pm	E
alarm/cancel_alarm	 	turn off my alarm	E
weather/find	 	What is the overnight temperature going to be?	E
weather/find	 	What are the rain chances for tomorrow?	E
weather/find	 	Is there rain in the forecast this week?	E
alarm/set_alarm	 	set alarm for every half hour	E
alarm/cancel_alarm	 	Cancel all alarms tomorrow.	E
alarm/time_left_on_alarm	 	when will the alarm go off	E
weather/find	 	What's the forecast this week?	E
reminder/show_reminders	 	Show all reminders	E
reminder/set_reminder	 	Set a reminder to call the doctor tomorrow at 9am	E
weather/find	 	what is the weather in san diego for today?	E
alarm/set_alarm	 	Set alarm every minute for 10 minutes.	E
weather/find	 	Is it cold out?	E
weather/find	 	Will it be below 88 degree Fahrenheit near Sao Paulo tonight	E
weather/find	 	How should I dress today	E
reminder/show_reminders	 	What are today's reminders?	E
alarm/show_alarms	 	What time is my next alarm set	E
alarm/cancel_alarm	 	Remove Thursday alarm	E
reminder/set_reminder	 	remind me to call mom every day	E
reminder/cancel_reminder	 	stop reminding me	E
weather/find	 	how cold will it be	E
weather/find	 	what is todays weather forcast	E
reminder/set_reminder	 	I don't want to forget to clean the bathroom	E
weather/find	 	do i need to wear a jacket today	E
alarm/show_alarms	 	What time is my alarm tomorrow morning?	E
weather/find	 	What is the weather like in New York 	E
weather/find	 	should i bring a jacket	E
alarm/show_alarms	 	Find my alarms now	E
alarm/cancel_alarm	 	cancel my alarms on my birthday	E
alarm/set_alarm	 	Set alarms for every Tuesday and Thursday at 8am	E
alarm/cancel_alarm	 	Turn off all alarms.	E
weather/find	 	Is it going to snow today?	E
alarm/set_alarm	 	SET MY ALARM FOR 9:00AM SO I CAN MAKE IT TO WORK ON TIME	E
alarm/set_alarm	 	set alarm for 8pm tonight	E
weather/find	 	whats the temperature at 7 pm	E
weather/find	 	Is it shorts weather today?	E
weather/find	 	How cold is it right now	E
weather/find	 	What is the current temperate in Ft Smith AR.	E
weather/find	 	are we expecting flooding today	E
weather/find	 	is it going to snow today?	E
alarm/snooze_alarm	 	Snooze the alarm	E
alarm/set_alarm	 	please set the alarm for 5 am tomorrow	E
alarm/set_alarm	 	Set alarm for 8 am tomorrow.	E
weather/find	 	Where does it snow in Hawaii?	E
weather/find	 	Weather tomorrow in half moon bay	E
weather/find	 	Temperature tonight for Beijing celsius	E
weather/find	 	What is the forecast for the rest of the week?	E
weather/checkSunset	 	What time does the sun set	E
weather/find	 	Are there tornadoes in Oklahoma right now?	E
reminder/cancel_reminder	 	turn off all reminders for today	E
reminder/set_reminder	 	I don't want to forget to clean the bathroom	E
weather/find	 	Is it going to storm today?	E
alarm/cancel_alarm	 	turn off alarm	E
alarm/show_alarms	 	List alarms.	E
reminder/set_reminder	 	remind me to cook dinner at 6pm	E
weather/find	 	Bring up the heat index for tomorrow	E
weather/find	 	Whats the temperature?	E
weather/find	 	Should I grab an umbrella today?	E
weather/find	 	Should I wear a jacket today?	E
weather/find	 	Temperature mumbai tonight fahrenheit	E
alarm/set_alarm	 	Create an alarm for tomorrow at 5 am.	E
reminder/set_reminder	 	remind me to buy toothpaste when I get to target.	E
weather/find	 	Is it going to snow later?	E
weather/find	 	What's today's lowest temperature 	E
weather/find	 	will it snow on saturday	E
reminder/set_reminder	 	Place Madisons dance recital onto my reminders	E
reminder/cancel_reminder	 	cancel my reminder to buy bread at the grocery store	E
weather/find	 	Is it supposed to rain a lot next week?	E
alarm/time_left_on_alarm	 	when will the alarm go off	E
alarm/modify_alarm	 	Change my alarm to 6 am from 7 am	E
alarm/set_alarm	 	set an alarm for nine tomorrow night	E
alarm/set_alarm	 	set an alarm for 6am tomorrow	E
weather/find	 	whats the weather going to be like next saturday	E
reminder/cancel_reminder	 	Cancel the recurring reminder for vitamins	E
weather/find	 	what is the humidity today	E
reminder/set_reminder	 	I don't want to forget to pack my laptop	E
weather/find	 	can you give me the weather?	E
reminder/set_reminder	 	I don't want to forget to pay the bills	E
weather/find	 	Will we have hail	E
reminder/set_reminder	 	Set a reminder for Birthday party sunday at 4pm	E
alarm/set_alarm	 	Make an alarm for 5 PM Saturday	E
alarm/set_alarm	 	Set a recurring alarm for Mondays and Fridays at 8 am	E
weather/find	 	Will it snow tomorrow? 	E
weather/find	 	whats the chance of rain today at 4 pm	E
weather/find	 	is it going to rain this weekend	E
reminder/set_reminder	 	Remind me to go grocery shopping	E
alarm/cancel_alarm	 	Reset my alarms	E
alarm/show_alarms	 	Show all alarms for the week	E
weather/find	 	How many inches of snow is expected for tonight?	E
alarm/set_alarm	 	Set an alarm for 50 minutes	E
reminder/set_reminder	 	remind me to get gas tonight	E
weather/find	 	is there thunder	E
reminder/set_reminder	 	Remind me to buy ice tomorrow morning.	E
reminder/show_reminders	 	Show my reminder for today	E
weather/find	 	Are there any hurricanes in the Gulf of Mexico	E
alarm/cancel_alarm	 	delete all alarms so we can start over	E
alarm/cancel_alarm	 	cancel all my existing alarms	E
weather/find	 	Is there supposed to be flooding later today?	E
alarm/set_alarm	 	 set alarm every minute for 10 minutes	E
weather/find	 	Forecast for the next 5 days	E
reminder/cancel_reminder	 	Cancel my last reminder	E
reminder/cancel_reminder	 	Please cancel all reminders for today	E
reminder/cancel_reminder	 	Cancel reminder to pick up Anna at the airport	E
alarm/set_alarm	 	Set my alarm for 5pm to cook dinner today	E
reminder/set_reminder	 	Set a reminder to pick up prescriptions at Rite Aid for Saturday morning.	E
weather/find	 	Do I need an umbrella today?	E
reminder/show_reminders	 	Show me my reminders for today.	E
weather/find	 	Is there any fog in the forecast in the morning	E
alarm/set_alarm	 	new alarm for sunday at 10 am	E
alarm/set_alarm	 	Please set my alarm for 4:15 a.m.	E
reminder/set_reminder	 	remind me about the meteor shower on Aug 12	E
alarm/set_alarm	 	Set alarm for 5 am tomorrow	E
alarm/cancel_alarm	 	Cancel all alarms	E
alarm/cancel_alarm	 	Delete all alarms	E
weather/find	 	Weather channel forecast.	E
reminder/show_reminders	 	What are my reminders?	E
weather/find	 	What is the five day forecast?	E
reminder/set_reminder	 	Remind me to buy a birthday card	E
reminder/cancel_reminder	 	Delete all reminders for today	E
reminder/set_reminder	 	make a reminder alarm for next week on the 8th at 9pm for movie night	E
reminder/set_reminder	 	I would like to create a reminder	E
weather/find	 	I wonder how cold it is going to be tonight	E
weather/find	 	Is it going to rain in Plano tomorrow?	E
weather/find	 	Should I wear sun screen tomorrow?	E
weather/find	 	how much rain did we receive last night	E
alarm/show_alarms	 	show me my weekend alarms	E
reminder/set_reminder	 	I want to be reminded to finish my report	E
weather/find	 	What time is it supposed to rain this evening?	E
alarm/time_left_on_alarm	 	How much time until 7 am alarm?	E
weather/find	 	Tuesday weather forecast for half moon bay	E
weather/find	 	What's today's low temperature?	E
weather/find	 	Do I need to wear long sleeves?	E
weather/find	 	what percentage of rain is it today	E
weather/find	 	should i carry an umbrella today	E
alarm/set_alarm	 	Set alarm every 3 hours	E
alarm/set_alarm	 	Add an alarm for Mondays at 4pm	E
weather/find	 	What is the weather right now? 	E
alarm/set_alarm	 	set alarm for 5am	E
reminder/set_reminder	 	Reminder to go grocery shopping	E
alarm/set_alarm	 	Set alarm every minute for 1 hour.	E
weather/find	 	Is there a thunder storm warning for tonight?	E
alarm/cancel_alarm	 	Cancel alarm number 1	E
alarm/modify_alarm	 	repeat the alarm	E
alarm/set_alarm	 	Set alarm for 15 minutes	E
weather/find	 	Will it be below 92 in degree F near Paris tomorrow	E
weather/find	 	Should I wear shorts	E
weather/find	 	What is the temperature in New York City 	E
reminder/set_reminder	 	remind me on sunday night to book airline tickets	E
weather/find	 	how high will the temp go today	E
reminder/set_reminder	 	Remind me about my lunch date Thursday at 1 pm	E
weather/find	 	hi bot, tell me the weather for today	E
reminder/set_reminder	 	Remind me in 10 minutes	E
weather/find	 	Is it cold in Niagara Falls	E
weather/find	 	is thursday to be sunny	E
reminder/cancel_reminder	 	Cancel my reminder "Duty free shop for Kenzo" set for O'hare Airport	E
alarm/set_alarm	 	set alarm for mid day tomorrow	E
weather/find	 	What will the weather be in Las Vegas	E
alarm/cancel_alarm	 	Delete all alarms.	E
alarm/show_alarms	 	What time is my alarm set for tomorrow morning?	E
alarm/cancel_alarm	 	cancel all alarms	E
weather/find	 	Is it supposed to be windy in Chicago today?	E
weather/find	 	what is the temperature outside	E
alarm/cancel_alarm	 	cancel alarm for tomorrow	E
reminder/show_reminders	 	show all reminders for today	E
reminder/set_reminder	 	remind me to take out the garbage at 8 am tomorrow morning	E
reminder/set_reminder	 	Set a reminder for Tuesday and Thursday for trash	E
alarm/set_alarm	 	set an alarm for every 30 seconds for 5 minutes	E
